Matrix Size,Time Taken (s)
8,3.164983354508877e-06
8,8.25035385787487e-07
8,6.409827619791031e-07
8,6.119953468441963e-07
8,5.440087988972664e-07
8,5.869660526514053e-07
8,5.760230123996735e-07
8,5.319016054272652e-07
8,5.350448191165924e-07
8,5.849869921803474e-07
