Matrix Size,Time Taken (s)
8192,1.8432642120169476
8192,1.7589305710280314
8192,1.8082752929767594
8192,1.7809196800226346
8192,1.7667440390214324
8192,2.124497484997846
8192,1.7873981590382755
8192,2.0806069909594953
8192,1.844202401000075
8192,1.8572993560228497
