Matrix Size,Time Taken (s)
128,0.000464373966678977
128,2.6947935111820698e-05
128,2.5505083613097668e-05
128,2.496794331818819e-05
128,2.4537905119359493e-05
128,2.3971893824636936e-05
128,2.757599577307701e-05
128,2.4746987037360668e-05
128,2.4202978238463402e-05
128,2.435606438666582e-05
