Matrix Size,Time Taken (s)
4096,0.3073623420204967
4096,0.22377621103078127
4096,0.22344571095891297
4096,0.3130363509990275
4096,0.2222050770651549
4096,0.22493810299783945
4096,0.27781709108967334
4096,0.22195729496888816
4096,0.30627139611169696
4096,0.2350457679713145
