Matrix Size,Time Taken (s)
4,3.956025466322899e-06
4,1.2409873306751251e-06
4,8.989591151475906e-07
4,8.390052244067192e-07
4,7.610069587826729e-07
4,8.660135790705681e-07
4,9.319046512246132e-07
4,7.76955857872963e-07
4,9.980285540223122e-07
4,9.270152077078819e-07
