Matrix Size,Run,Time Taken (s)
8192,0,56.651369345
8192,1,56.621313937
8192,2,56.681859167
8192,3,56.545794004
8192,4,56.604752306
8192,5,56.572165414
8192,6,56.575733650
8192,7,56.629887735
8192,8,56.633988936
8192,9,56.737108380
