Matrix Size,Run,Time Taken (s)
64,0,0.000021358
64,1,0.000011498
64,2,0.000011410
64,3,0.000011393
64,4,0.000011504
64,5,0.000011509
64,6,0.000011532
64,7,0.000011526
64,8,0.000011426
64,9,0.000011500
