Matrix Size,Run,Time Taken (s)
128,0,0.000153108
128,1,0.000118031
128,2,0.000117712
128,3,0.000119994
128,4,0.000117723
128,5,0.000122149
128,6,0.000118162
128,7,0.000117719
128,8,0.000120085
128,9,0.000117542
