Matrix Size,Run,Time Taken (s)
2048,0,0.646805563
2048,1,0.642868881
2048,2,0.637820811
2048,3,0.646865055
2048,4,0.644022410
2048,5,0.644455581
2048,6,0.648407806
2048,7,0.643196690
2048,8,0.646292727
2048,9,0.659510065
