Matrix Size,Run,Time Taken (s)
32,0,0.000005566
32,1,0.000003224
32,2,0.000003252
32,3,0.000003318
32,4,0.000003677
32,5,0.000003790
32,6,0.000002552
32,7,0.000001404
32,8,0.000001401
32,9,0.000001407
