Matrix Size,Run,Time Taken (s)
512,0,0.009544972
512,1,0.009339255
512,2,0.009214233
512,3,0.009088345
512,4,0.009070683
512,5,0.009075820
512,6,0.009062516
512,7,0.009439876
512,8,0.009574597
512,9,0.009733036
