Matrix Size,Run,Time Taken (s)
4096,0,6.723113712
4096,1,6.722824168
4096,2,6.714487124
4096,3,6.704340715
4096,4,6.709958568
4096,5,6.705076534
4096,6,6.742729134
4096,7,6.748419729
4096,8,6.739713521
4096,9,6.743658227
