Matrix Size,Run,Time Taken (s)
1024,0,0.079644547
1024,1,0.082061825
1024,2,0.079662671
1024,3,0.075589234
1024,4,0.075801932
1024,5,0.077501547
1024,6,0.073309820
1024,7,0.073534676
1024,8,0.073476121
1024,9,0.073299374
