Matrix Size,Run,Time Taken (s)
256,0,0.024830676
256,1,0.024731396
256,2,0.024685310
256,3,0.024714236
256,4,0.024748009
256,5,0.024742206
256,6,0.024723792
256,7,0.024834646
256,8,0.024726882
256,9,0.024666725
