Matrix Size,Run,Time Taken (s)
8,0,0.000000793
8,1,0.000000721
8,2,0.000000687
8,3,0.000000710
8,4,0.000000695
8,5,0.000000708
8,6,0.000000706
8,7,0.000000693
8,8,0.000000712
8,9,0.000000698
