Matrix Size,Run,Time Taken (s)
4096,0,887.398870710
4096,1,923.525618249
4096,2,926.129580538
4096,3,926.472050431
4096,4,924.634995757
4096,5,923.931855166
4096,6,925.346685745
4096,7,923.658296615
4096,8,922.969121818
4096,9,923.900669919
