Matrix Size,Run,Time Taken (s)
1024,0,2.759429489
1024,1,2.800085439
1024,2,2.942313738
1024,3,2.814397871
1024,4,2.840446654
1024,5,2.756193267
1024,6,2.812874850
1024,7,2.496839470
1024,8,2.292468503
1024,9,2.303410304
