Matrix Size,Run,Time Taken (s)
4,0,0.000000201
4,1,0.000000131
4,2,0.000000109
4,3,0.000000104
4,4,0.000000119
4,5,0.000000107
4,6,0.000000107
4,7,0.000000120
4,8,0.000000110
4,9,0.000000106
