Matrix Size,Run,Time Taken (s)
8192,0,6354.883181984
8192,1,7049.982340113
8192,2,7497.908904284
8192,3,7493.824880408
8192,4,7499.462772243
8192,5,7507.021472938
8192,6,7502.213754161
8192,7,7495.354857824
8192,8,7495.501503020
8192,9,7364.385710225
