Matrix Size,Run,Time Taken (s)
2048,0,82.780819936
2048,1,83.429756070
2048,2,95.278488746
2048,3,97.153552674
2048,4,77.040708174
2048,5,92.987258320
2048,6,96.670829940
2048,7,97.067386217
2048,8,86.594613967
2048,9,93.190220247
