Matrix Size,Run,Time Taken (s)
32,0,0.000007108
32,1,0.000007036
32,2,0.000007003
32,3,0.000006989
32,4,0.000006992
32,5,0.000007021
32,6,0.000007033
32,7,0.000006985
32,8,0.000006997
32,9,0.000007009
