Matrix Size,Run,Time Taken (s)
16,0,0.000001068
16,1,0.000001297
16,2,0.000000997
16,3,0.000000998
16,4,0.000000998
16,5,0.000000997
16,6,0.000000997
16,7,0.000001000
16,8,0.000001000
16,9,0.000000999
