Matrix Size,Run,Time Taken (s)
8192,0,6125.950306729
8192,1,6063.945039611
8192,2,7247.874186108
8192,3,7242.014278232
8192,4,7247.540486170
8192,5,7243.268485917
8192,6,7247.974296026
8192,7,7255.561566238
8192,8,7259.749102746
8192,9,7226.554738417
