Matrix Size,Run,Time Taken (s)
256,0,0.006916635
256,1,0.006851909
256,2,0.006862357
256,3,0.006854104
256,4,0.006853302
256,5,0.006854627
256,6,0.006860153
256,7,0.006859661
256,8,0.006851084
256,9,0.006858590
