Matrix Size,Run,Time Taken (s)
4096,0,777.715919928
4096,1,779.046035043
4096,2,778.275633532
4096,3,778.081969816
4096,4,776.638824889
4096,5,777.887372607
4096,6,777.293216959
4096,7,773.971981225
4096,8,777.218482170
4096,9,779.008693453
