Matrix Size,Run,Time Taken (s)
1024,0,2.129456840
1024,1,2.164077503
1024,2,2.224389237
1024,3,2.087580414
1024,4,2.173135251
1024,5,2.146110481
1024,6,2.079653543
1024,7,2.012679463
1024,8,2.031749653
1024,9,2.044076183
