Matrix Size,Time Taken (s)
16,3.3569522202014923e-06
16,8.969800546765327e-07
16,7.450580596923828e-07
16,7.960479706525803e-07
16,7.279450073838234e-07
16,6.819609552621841e-07
16,6.740447133779526e-07
16,6.880145519971848e-07
16,6.690388545393944e-07
16,6.299233064055443e-07
