Matrix Size,Time Taken (s)
2,3.5419012419879436e-05
2,9.950017556548119e-07
2,7.00005330145359e-07
2,4.5995693653821945e-07
2,4.5797787606716156e-07
2,5.569308996200562e-07
2,5.84055669605732e-07
2,9.66014340519905e-07
2,6.390037015080452e-07
2,6.719492375850677e-07
