Matrix Size,Time Taken (s)
512,0.026714836014434695
512,0.023531500017270446
512,0.02631369500886649
512,0.029853370040655136
512,0.029877741006202996
512,0.029870449099689722
512,0.029875383945181966
512,0.029865753022022545
512,0.029853519052267075
512,0.029865303891710937
