Matrix Size,Time Taken (s)
64,2.902303822338581e-05
64,1.2101954780519009e-05
64,1.2168078683316708e-05
64,1.1942931450903416e-05
64,1.198798418045044e-05
64,1.1930009350180626e-05
64,9.446986950933933e-06
64,9.356997907161713e-06
64,9.351060725748539e-06
64,9.36200376600027e-06
