Matrix Size,Time Taken (s)
32,8.921022526919842e-06
32,5.461974069476128e-06
32,2.37906351685524e-06
32,3.0369265004992485e-06
32,2.308981493115425e-06
32,2.354034222662449e-06
32,2.2889580577611923e-06
32,2.292916178703308e-06
32,2.261018380522728e-06
32,1.7869751900434494e-06
