Matrix Size,Run,Time Taken (s)
2,0,0.000000069
2,1,0.000000011
2,2,0.000000013
2,3,0.000000012
2,4,0.000000012
2,5,0.000000012
2,6,0.000000012
2,7,0.000000013
2,8,0.000000012
2,9,0.000000012
