Matrix Size,Run,Time Taken (s)
512,0,0.121317333
512,1,0.076918959
512,2,0.079245830
512,3,0.078738633
512,4,0.076858025
512,5,0.078010728
512,6,0.076893674
512,7,0.075459056
512,8,0.081248931
512,9,0.077756041
