Matrix Size,Run,Time Taken (s)
1024,0,2.085572317
1024,1,2.381309148
1024,2,2.511216815
1024,3,2.239491776
1024,4,2.295388596
1024,5,2.217506159
1024,6,2.236407572
1024,7,2.228446874
1024,8,2.300892743
1024,9,2.231082078
