Matrix Size,Run,Time Taken (s)
8192,0,5758.078088743
8192,1,5697.936057193
8192,2,7241.740306532
8192,3,7264.345160243
8192,4,7257.836428896
8192,5,7261.594863255
8192,6,7271.066451752
8192,7,7257.241222628
8192,8,7245.644558712
8192,9,7221.623053103
