Matrix Size,Run,Time Taken (s)
256,0,0.006729264
256,1,0.006577900
256,2,0.006572157
256,3,0.006809128
256,4,0.006796735
256,5,0.006821605
256,6,0.006823902
256,7,0.006807107
256,8,0.006804062
256,9,0.006798552
