Matrix Size,Run,Time Taken (s)
4096,0,875.409892789
4096,1,875.919853071
4096,2,872.237098643
4096,3,871.506177917
4096,4,871.666299465
4096,5,870.419548371
4096,6,871.666992111
4096,7,871.835356525
4096,8,871.530376075
4096,9,871.471326296
