Matrix Size,Run,Time Taken (s)
64,0,0.000073786
64,1,0.000073608
64,2,0.000073611
64,3,0.000060988
64,4,0.000060975
64,5,0.000065403
64,6,0.000060978
64,7,0.000060934
64,8,0.000061011
64,9,0.000060991
