Matrix Size,Run,Time Taken (s)
32,0,0.000008688
32,1,0.000008612
32,2,0.000008613
32,3,0.000008589
32,4,0.000008610
32,5,0.000008580
32,6,0.000008572
32,7,0.000008587
32,8,0.000008567
32,9,0.000008572
