Matrix Size,Run,Time Taken (s)
256,0,0.007105615
256,1,0.007015007
256,2,0.007084563
256,3,0.007066705
256,4,0.007185733
256,5,0.007105249
256,6,0.007045389
256,7,0.007101502
256,8,0.007261113
256,9,0.007017976
