Matrix Size,Run,Time Taken (s)
4096,0,782.591488217
4096,1,780.760186698
4096,2,780.062634794
4096,3,779.310518909
4096,4,783.904092045
4096,5,784.496056756
4096,6,783.540011028
4096,7,784.991448168
4096,8,779.799448578
4096,9,780.253426279
