Matrix Size,Run,Time Taken (s)
8,0,0.000000338
8,1,0.000000245
8,2,0.000000242
8,3,0.000000240
8,4,0.000000235
8,5,0.000000218
8,6,0.000000246
8,7,0.000000235
8,8,0.000000205
8,9,0.000000216
