Matrix Size,Run,Time Taken (s)
8192,0,5765.631750623
8192,1,5685.032688328
8192,2,6580.821539910
8192,3,7243.961621220
8192,4,7237.485782853
8192,5,7244.621211081
8192,6,7235.530919787
8192,7,7268.128361448
8192,8,7247.937109943
8192,9,7261.778935438
