Matrix Size,Run,Time Taken (s)
4096,1,49.275256353
4096,2,49.199789708
4096,3,49.198304756
4096,4,49.176457677
4096,5,49.373321075
4096,6,49.136935639
4096,7,49.300562059
4096,8,49.195932734
4096,9,49.052570760
4096,10,49.205310524
