Matrix Size,Run,Time Taken (s)
64,1,0.000026003
64,2,0.000014366
64,3,0.000011327
64,4,0.000011227
64,5,0.000011208
64,6,0.000011206
64,7,0.000011200
64,8,0.000011186
64,9,0.000011199
64,10,0.000011199
