Matrix Size,Run,Time Taken (s)
128,1,0.000183991
128,2,0.000146158
128,3,0.000146129
128,4,0.000147120
128,5,0.000146974
128,6,0.000146147
128,7,0.000145843
128,8,0.000145914
128,9,0.000150233
128,10,0.000145978
