Matrix Size,Run,Time Taken (s)
256,1,0.001341458
256,2,0.001269081
256,3,0.001271943
256,4,0.001278350
256,5,0.001366470
256,6,0.001305328
256,7,0.001255778
256,8,0.001309785
256,9,0.001281398
256,10,0.001255173
