Matrix Size,Run,Time Taken (s)
32,1,0.000005773
32,2,0.000001803
32,3,0.000001785
32,4,0.000001774
32,5,0.000001396
32,6,0.000001380
32,7,0.000001399
32,8,0.000001399
32,9,0.000001404
32,10,0.000001382
