Matrix Size,Run,Time Taken (s)
2048,1,2.517369357
2048,2,2.656934680
2048,3,2.253055432
2048,4,2.462025423
2048,5,2.127992634
2048,6,2.533104738
2048,7,2.221253748
2048,8,2.520711213
2048,9,2.478376314
2048,10,2.369165387
