Matrix Size,Run,Time Taken (s)
16,1,0.000000625
16,2,0.000000259
16,3,0.000000246
16,4,0.000000244
16,5,0.000000241
16,6,0.000000243
16,7,0.000000240
16,8,0.000000236
16,9,0.000000235
16,10,0.000000236
