Matrix Size,Run,Time Taken (s)
1024,1,0.138090835
1024,2,0.139969477
1024,3,0.121000376
1024,4,0.122372909
1024,5,0.122658791
1024,6,0.138982137
1024,7,0.124989508
1024,8,0.161424073
1024,9,0.142399891
1024,10,0.132305945
