Matrix Size,Run,Time Taken (s)
8192,1,431.693533636
8192,2,431.483581113
8192,3,431.370821715
8192,4,431.241497321
8192,5,431.960690113
8192,6,431.796658112
8192,7,431.919963084
8192,8,431.666171817
8192,9,431.388571228
8192,10,431.684181268
