Matrix Size,Run,Time Taken (s)
4096,0,175.719475202
4096,1,175.913940242
4096,2,175.461371210
4096,3,175.547521342
4096,4,175.693590453
4096,5,175.493675500
4096,6,175.520543286
4096,7,175.251692614
4096,8,175.703296900
4096,9,174.738270684
