Matrix Size,Run,Time Taken (s)
256,0,0.002271020
256,1,0.002168499
256,2,0.002180504
256,3,0.002163200
256,4,0.002165845
256,5,0.002200933
256,6,0.002165400
256,7,0.002156187
256,8,0.002161970
256,9,0.002159854
