Matrix Size,Run,Time Taken (s)
64,0,0.000030897
64,1,0.000015933
64,2,0.000015928
64,3,0.000015934
64,4,0.000015914
64,5,0.000015937
64,6,0.000015971
64,7,0.000015937
64,8,0.000015947
64,9,0.000015951
