Matrix Size,Run,Time Taken (s)
512,0,0.031452557
512,1,0.031828340
512,2,0.031380085
512,3,0.033281164
512,4,0.031881290
512,5,0.035299364
512,6,0.034719736
512,7,0.032438217
512,8,0.038238003
512,9,0.036001102
