Matrix Size,Run,Time Taken (s)
4,0,0.000000096
4,1,0.000000045
4,2,0.000000020
4,3,0.000000019
4,4,0.000000017
4,5,0.000000018
4,6,0.000000018
4,7,0.000000018
4,8,0.000000018
4,9,0.000000018
