Matrix Size,Run,Time Taken (s)
32,0,0.000004483
32,1,0.000002537
32,2,0.000002523
32,3,0.000002510
32,4,0.000002515
32,5,0.000002532
32,6,0.000002518
32,7,0.000002500
32,8,0.000001963
32,9,0.000001962
