Matrix Size,Run,Time Taken (s)
1024,0,0.582841828
1024,1,0.527783322
1024,2,0.571390503
1024,3,0.527874883
1024,4,0.522619148
1024,5,0.527779577
1024,6,0.625606027
1024,7,0.516000981
1024,8,0.536812326
1024,9,0.546569548
