Matrix Size,Run,Time Taken (s)
2048,0,6.832471673
2048,1,5.917124740
2048,2,6.940491992
2048,3,9.680060928
2048,4,5.157100066
2048,5,5.898949069
2048,6,7.408244656
2048,7,4.994515239
2048,8,5.974149349
2048,9,6.041784053
