Matrix Size,Run,Time Taken (s)
8,0,0.000000330
8,1,0.000000085
8,2,0.000000076
8,3,0.000000070
8,4,0.000000062
8,5,0.000000079
8,6,0.000000078
8,7,0.000000063
8,8,0.000000058
8,9,0.000000046
