Matrix Size,Run,Time Taken (s)
8192,0,1758.127389044
8192,1,1755.354833470
8192,2,1754.277510893
8192,3,1759.072384907
8192,4,1754.790184137
8192,5,1756.113711195
8192,6,1757.644814040
8192,7,1756.229134542
8192,8,1759.093152406
8192,9,1761.811389224
